"20","Chattagram","চট্টগ্রাম","www.chittagongdiv.gov.bd"
"50","Rajshahi","রাজশাহী","www.rajshahidiv.gov.bd"
"40","Khulna","খুলনা","www.khulnadiv.gov.bd"
"10","Barisal","বরিশাল","www.barisaldiv.gov.bd"
"60","Sylhet","সিলেট","www.sylhetdiv.gov.bd"
"30","Dhaka","ঢাকা","www.dhakadiv.gov.bd"
"55","Rangpur","রংপুর","www.rangpurdiv.gov.bd"
"45","Mymensingh","ময়মনসিংহ","www.mymensinghdiv.gov.bd"
